nome,rede,cidade,estado,lat,lon,telefone,email,website
MECANICA MARCOLIN,Bosch,TAPEJARA,Rio Grande do Sul,-28.0717607,-52.0150867,555433441147.0,mecmarcolin@hotmail.com,
Bosch Service - Conter e Nunes Peças e Serviços Ltda,Bosch,TAPES,Rio Grande do Sul,-30.67486139999999,-51.40272239999999,5551995285360.0,contercompras@conectsul.com.br,
MECANICA NASCIMENTO,Bosch,Tapera,Rio Grande do Sul,-28.6321508,-52.8675934,55543851174.0,automecanicanascimento@brturbo.com.br,
PLURICAR SERVICE,Bosch,Torres,Rio Grande do Sul,-29.3247347,-49.755311,5551992948799.0,fale@pluricar.com.br,
ELETRICA HW AUTOSOM,Bosch,Três Passos,Rio Grande do Sul,-27.4465358,-53.9430038,5.5553522157435216e+19,eletricahw@terra.com.br,
TRECAR,Bosch,Três de Maio,Rio Grande do Sul,-27.7623368,-54.2377535,555535352440.0,trecar@san.psi.br,
BILTRI AUTO CENTER,Bosch,Uruguaiana,Rio Grande do Sul,-29.7585698,-57.07538760000001,555534118686.0,oficina@biltri.com.br,
Biltri Lubricenter,Bosch,Uruguaiana,Rio Grande do Sul,-29.7594062,-57.0749431,555534121777.0,biltrioficina@gmail.com,
MECANICA BIZOTTO,Bosch,VACARIA,Rio Grande do Sul,-28.51607497604511,-50.9374061599357,555432327089.0,mecanicaeautopecasbizotto@gmail.com,https://www.oficinaboschservice.com.br/mecanicabizotto
AUTO MECANICA IRMAOS,Bosch,VACARIA,Rio Grande do Sul,-28.5212415,-50.942041,555432311988.0,irmaospastore@yahoo.com.br,https://www.oficinaboschservice.com.br/mecanicapastore
FAGANELLO AUTO PECAS,Bosch,VERANÓPOLIS,Rio Grande do Sul,-28.9737835,-51.5570726,555434411862.0,fagaauto@gmail.com,https://www.oficinaboschservice.com.br/faganelloautopecas
Litoral - Xangri-lá,Bosch,XANGRI-LÁ,Rio Grande do Sul,-29.8101379,-50.0448581,5551985190502.0,centro.auto.litoral@gmail.com,
RR AUTO CENTER,Bosch,ANGRA DOS REIS,Rio de Janeiro,-22.9741175,-44.2969646,552433653796.0,financeiro@oficinarr.com.br,https://www.oficinaboschservice.com.br/rrautocenter
MARAO MECANICA,Bosch,BARRA MANSA,Rio de Janeiro,-22.5576701,-44.1570162,552433262625.0,maraomecboschservice@gmail.com,https://www.oficinaboschservice.com.br/maraomecanica
AUTO CENTER DA PONTE,Bosch,CABO FRIO,Rio de Janeiro,-22.8836897,-42.0507176,552226454692.0,daponteautocenter@gmail.com,https://www.oficinaboschservice.com.br/autocenterdaponte
Fast Centro Automotivo,Bosch,CABO FRIO,Rio de Janeiro,-22.8823021,-42.0285144,,scorpion@gmail.com,
GRUPO NEGRAO,Bosch,CACHOEIRAS DE MACACU,Rio de Janeiro,-22.4701297,-42.6461886,552126496362.0,victor_negrao@hotmail.com,https://www.oficinaboschservice.com.br/gruponegrao
GIOVANE REGULAGEM,Bosch,CAMPOS DOS GOYTACAZES,Rio de Janeiro,-21.7483279,-41.3516545,552227326515.0,giovaneregulagem@hotmail.com,https://www.oficinaboschservice.com.br/giovaneoficina
Eletro Diesel Pantana,Bosch,DUQUE DE CAXIAS,Rio de Janeiro,-22.6827941,-43.2793026,552126761377.0,margarethwagner@uol.com.br,
AUTOCENTER BELLAS CAR,Bosch,ITABORAI,Rio de Janeiro,-22.7478773,-42.8661293,5521973600493.0,admredeup@gmail.com,
AUTO PECAS R A CORREA,Bosch,ITAGUAÍ,Rio de Janeiro,-22.8703892,-43.784932,552126882151.0,asc@racorrea.com.br,https://www.oficinaboschservice.com.br/racorrea
Bosch Car Service - Lagomar,Bosch,MACAE,Rio de Janeiro,-22.3407830623,-41.7456801234,5522999097877.0,Controle3@lagomarautopecas.com.br,
Kristal Auto Center,Bosch,MACAÉ,Rio de Janeiro,-22.4012295,-41.8087923,552221061005.0,alexandre@kristalautocenter.com.br,
ANISIO AUTO PECAS LTDA,Bosch,NATIVIDADE,Rio de Janeiro,-21.0350742,-41.98727239999999,552238411621.0,anisioboschservice@hotmail.com,
W MEC SERVICOS AUTOMOTIVOS LTDA,Bosch,NITERÓI,Rio de Janeiro,-22.9358505,-43.0629767,5521971331295.0,admnit@wmecauto.com.br,
AUTOBAHN CENTRO AUTOMOTIVO LTDA,Bosch,NOVA IGUACU,Rio de Janeiro,-22.7604868,-43.4476234,5521994234551.0,Atendimento@oficinaautobahn.com.br,
PONTO AUTO PECAS E SERVICOS,Bosch,NOVA IGUAÇU,Rio de Janeiro,-22.7526084,-43.4431049,552126685321.0,autocenterpontoauto2@gmail.com,
CHECK UP AUTO CENTER,Bosch,Nova Friburgo,Rio de Janeiro,-22.2659151,-42.5336298,552225291443.0,check-up-automotivo@hotmail.com,
ORTICAR CENTRO AUTOMOTIVO,Bosch,Nova Friburgo,Rio de Janeiro,-22.2539037,-42.5374693,552225222058.0,orticarboschservice@gmail.com,
COSTA VERDE AUTO,Bosch,PARATY,Rio de Janeiro,-23.2200406,-44.7204077,552433710019.0,costaverdeboschservice@gmail.com,https://www.oficinaboschservice.com.br/paraty
MECANICA FUSAO,Bosch,PETRÓPOLIS,Rio de Janeiro,-22.5212029,-43.18844989999999,552422438720.0,antonio@mecanicafusao.com.br,https://www.oficinaboschservice.com.br/mecanicafusao
MISTER FIX,Bosch,PETRÓPOLIS,Rio de Janeiro,-22.5010369,-43.1697742,552488134690.0,marciomrfix@gmail.com,
MSITER FIX,Bosch,PETRÓPOLIS,Rio de Janeiro,-22.4762092,-43.1518902,552422352295.0,mrfix@ig.com.br,
Baratão,Bosch,QUEIMADOS,Rio de Janeiro,-22.7203477,-43.5652616,55219822400221.0,barataocentroautomotivo1@gmail.com,
PIMENTA BOSCH CAR SERVICE,Bosch,RESENDE,Rio de Janeiro,-22.4564323,-44.434494,552421092133.0,pimenta.boschcarservice@gmail.com,
Portella auto Car,Bosch,RIO BONITO,Rio de Janeiro,-22.7190264,-42.645872,,portellaautocar@gmail.com,
 Alô Volks,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8776862,-43.36428919999999,552138332023.0,alopecas@outlook.com,
ABOLICAR AUTO CENTER,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8867127,-43.3047517,552122891345.0,abolicar@ig.com.br,https://www.oficinaboschservice.com.br/abolicarautocenter
AIR COMPANY,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.896941,-43.2894076,552125998821.0,aircompany5@gmail.com,https://www.oficinaboschservice.com.br/aircompany
AMORIM PECAS E SERVICOS,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8863957,-43.5590237,552124131548.0,amorimcarb@ig.com.br,https://www.oficinaboschservice.com.br/amorim
AUTOTEC,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9161103,-43.2290533,552125695888.0,administrativo@autotecac.com.br,https://www.oficinaboschservice.com.br/autotecautocenter
Auto Elétrica Peças Esquina do Sol,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8711888,-43.3344606,552125890613.0,esquinadosol@uol.com.br,https://www.oficinaboschservice.com.br/autoeletricapecasesquinadosol
AutoScap Centro Automotivo,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.938114,-43.3474771,552124255353.0,orcamento@autoscap.com.br,
BOXGP,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8632252,-43.4512925,552122048436.0,contatoboxgp@gmail.com,
Bara Som,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9197603,-43.2164829,5521970117390.0,barasomcs@gmail.com,
Bosch Car Service - Power Car,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9024019,-43.2542835,552132517186.0,powercario@gmail.com,
COL,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.905258,-43.2821598,552125952516.0,colalex226@gmail.com,
FARIA JUNIOR BOSCH CAR SERVICE,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8174811,-43.3161093,552124737946.0,financeiro@fariajr.com.br,
Fênix Rio,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8233306,-43.2991468,552131378594.0,fenixrio@hotmail.com,https://www.oficinaboschservice.com.br/fenixrio
GUARATIBA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9518433,-43.60696859999999,5521980069904.0,DILPNEUS@GMAIL.COM,
HI JET,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8275807,-43.27989290000001,552132517248.0,felipe@hijet.com.br,https://www.oficinaboschservice.com.br/hijet
JAD CENTRO AUTOMOTIVO,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.879279,-43.3559006,552124501777.0,jadveiculos@gmail.com,
LAGOINHA VEICULOS,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.99368,-43.25289,552133222055.0,fernandosa@lagoinha.com.br,
NOSSA SRA. DA GLORIA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9280924,-43.22904,552122548393.0,ofmec@mecanicansgloria.com.br,https://www.oficinaboschservice.com.br/centroautomotivonossasenhoradagloria
OEST CAR,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8854837,-43.4637654,552133313018.0,admoestcar@gmail.com,https://www.oficinaboschservice.com.br/oestcarmecanicaepneus
TECNICAR,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9238798,-43.2408341,552122387507.0,RENATOTECNICAR@OI.COM.BR,https://www.oficinaboschservice.com.br/tecnicar
Toyomec,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9187325,-43.3745239,552133282552.0,toyomec@toyomec.com.br,
XAVIER TECNOAUTO,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8943893,-43.346985,5521964866199.0,xavierboschcarservice@gmail.com,
ZERO UM OFICINA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8990628,-43.5387051,552132694785.0,admzeroumoficina@gmail.com,
CENTRO AUTOMOTIVO 4T GARAGEM,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9087104,-43.6989701,552131587291.0,jonathanlima_2020@outlook.com,
AUTO PRIME SERVICOS AUTOMOTIVOS LTDA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8962004,-43.5624325,5521971126352.0,diana.dmconsultoria@gmail.com,
RIO AMERICAS TECH AUTO LTDA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-23.01238,-43.45647,5521960111038.0,rioamericastech@gmail.com,
HE MECANICA E AUTOMATICOS LTDA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.91784016,-43.36028108,5521991320529.0,brunocockrane@gmail.com,
W MEC SERVICOS AUTOMOTIVOS LTDA,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9669818,-43.3903753,5521971786352.0,adm@wmecauto.com.br,
BROTHER CAR COMERCIO E SERV PARA AUTOS,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.8523766,-43.2547082,,brothercar1024@gmail.com,
AUTO LINS CENTRO DE REPAROS AUTOMOTIVOS,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.9095994,-43.283472,552122335989.0,gerencia@autolinscar.com.br,
RIO PARIS I PECAS AUTOMOTIVAS E SERVICOS,Bosch,RIO DE JANEIRO,Rio de Janeiro,-22.914240673,-43.1983956,552121431975.0,rodrigo@autorioparis.com.br,
SERRA PARTS,Bosch,SAO JOSE DO VALE DO RIO PRETO,Rio de Janeiro,-22.1892749,-42.9859817,552422247414.0,reneserraparts@gmail.com,
Bosch Rangel,Bosch,SÃO FRANCISCO DE ITABAPOANA,Rio de Janeiro,-21.4769925,-41.1046523,552227891624.0,bosch.rangel.sfc@gmail.com,https://www.oficinaboschservice.com.br/rangel
FRANK OFICINA,Bosch,TERESÓPOLIS,Rio de Janeiro,-22.4431108,-42.9748639,552136413682.0,frankautomecanica@hotmail.com,https://www.oficinaboschservice.com.br/frankautomecanica
 Brasil Centro Automotivo - Três Rios,Bosch,TRES RIOS,Rio de Janeiro,-22.1220117,-43.2183634,558000003005.0,adm@brasilcentroautimotivo.com.br,
GRANCAR,Bosch,VOLTA REDONDA,Rio de Janeiro,-22.5158534,-44.0868111,552433426639.0,grancar@uol.com.br,https://www.oficinaboschservice.com.br/grancardevoltaredondaautomecanica
MARQ PNEUS,Bosch,VOLTA REDONDA,Rio de Janeiro,-22.5108578,-44.0928558,552433471240.0,marqsul@superonda.com.br,
MECANICA 2000,Bosch,VOLTA REDONDA,Rio de Janeiro,-22.5256693,-44.1160141,552433407914.0,automec_200@hotmail.com,https://www.oficinaboschservice.com.br/mecanica2000
VAZCAR,Bosch,VOLTA REDONDA,Rio de Janeiro,-22.5063862,-44.0942985,552433455400.0,empresa.vazcar@ig.com.br,https://www.oficinaboschservice.com.br/vazcar
Multicar Mecânica Automotiva,Bosch,CACOAL,Rondônia,-11.4370649,-61.4550785,556934415001.0,financeiro@multicarcacoal.com.br,
CASA DA BORRACHA,Bosch,JARU,Rondônia,-10.4353876,-62.4755824,556935215080.0,vanderley_almeida@hotmail.com,https://www.oficinaboschservice.com.br/casadaborracha
Bosch Car Service - Decar Auto Peças,Bosch,OURO PRETO DO OESTE,Rondônia,-10.7134725,-62.25100310000001,556934612836.0,decarouropreto@hotmail.com,
Auto Center 364,Bosch,PORTO VELHO,Rondônia,-8.7828698,-63.864676,5569992023123.0,debriane.maqetruck@gmail.com,
CASA DO FREIO,Bosch,PORTO VELHO,Rondônia,-8.7686517,-63.88618289999999,556932243108.0,conapedistribuidora@gmail.com,https://www.oficinaboschservice.com.br/casadofreiocentroautomotivo
3A AUTO CENTER,Bosch,ROLIM DE MOURA,Rondônia,-11.72603,-61.78542009999999,556934429583.0,autoeletrica_3a@hotmail.com,https://www.oficinaboschservice.com.br/3aautocenter
Multi Troca,Bosch,VILHENA,Rondônia,-12.7303992,-60.1305254,,MULTITROCAVHA@HOTMAIL.COM,
BOSCH CAR BOA VISTA - Grupo Diamond Motors,Bosch,BOA VISTA,Roraima,2.8198885,-60.7007857,559536236853.0,diamondservicecar@outlook.com.br,
BITTO CAR,Bosch,ABELARDO LUZ,Santa Catarina,-26.5663874,-52.3276056,554934454201.0,BITTOCAR@HOTMAIL.COM,https://www.oficinaboschservice.com.br/bittocar
AUTO MECANICA CENTER,Bosch,BALNEÁRIO CAMBORIÚ,Santa Catarina,-26.9922138,-48.6428307,554733672211.0,amcenter@terra.com.br,
DECOPECAS COMERCIO DE AUTO PECAS LTDA E,Bosch,BIGUAÇU,Santa Catarina,-27.4871325,-48.65153919999999,554832433205.0,recepcao.oficinadeco@gmail.com,
AUTO MECANICA BRASIL,Bosch,BLUMENAU,Santa Catarina,-26.8961384,-49.0972252,554733272931.0,automecanicabrasil@gmail.com,https://www.oficinaboschservice.com.br/automecanicabrasil
Bosch Car Service Faust Imports,Bosch,BLUMENAU,Santa Catarina,-26.8694871,-49.0904156,554733784291.0,adm@mecanicaellite.com.br,
SERVICOS AUTOMOTIVOS E PECAS,Bosch,BLUMENAU,Santa Catarina,-26.8944889,-49.08119929999999,554733231922.0,veracruzpecas@hotmail.com,https://www.oficinaboschservice.com.br/veracruzautopecas
AWC Centro Automotivo,Bosch,BRAÇO DO NORTE,Santa Catarina,-28.2765971,-49.161433,554836583125.0,contabilidade@awccentroautomotivo.com.br,
Tecnocar Mecânica,Bosch,BRUSQUE,Santa Catarina,-27.0788962,-48.8961631,554733500769.0,tecnocarmecanica@hotmail.com,
Auto Elétrica Devilla,Bosch,CAMPOS NOVOS,Santa Catarina,-27.3918938,-51.1640191,554935410745.0,nfe.poa@pegasusautopecas.com.br,
Dispa Peças e Serviços,Bosch,CAPINZAL,Santa Catarina,-27.341784,-51.61130619999999,554935551595.0,dispa_czal@yahoo.com.br,https://www.oficinaboschservice.com.br/dispadisribdepecaseacessorios
 Bosch Car Service - Mecânica Palary,Bosch,CHAPECO,Santa Catarina,-27.09004284,-52.614935492,554933233131.0,contato@mecanicapalary.com.br,
AUTO TORK MECANICA,Bosch,CHAPECÓ,Santa Catarina,-27.0927451,-52.6247414,554933222719.0,wolmarmaciel@gmail.com,https://www.oficinaboschservice.com.br/autotork
MECANICA VILCAR,Bosch,CHAPECÓ,Santa Catarina,-27.0970931,-52.6349019,554933246939.0,mecanicavilcar@gmail.com,https://www.oficinaboschservice.com.br/mecanicavilcar
POINTER,Bosch,CHAPECÓ,Santa Catarina,-27.1062464,-52.60106889999999,554933232184.0,pointer@mecanicapointer.com.br,https://www.oficinaboschservice.com.br/mecanicapointer
ELETRO MECANICA AUTO BROETTO,Bosch,CONCÓRDIA,Santa Catarina,-27.2323912,-52.0325073,554934420670.0,broetto@autobroetto.com.br,https://www.oficinaboschservice.com.br/mecanicaautobroetto
MECANICA ZANELLA,Bosch,CONCÓRDIA,Santa Catarina,-27.225444,-52.018171,554934422547.0,mzanella.douglas@hotmail.com,https://www.oficinaboschservice.com.br/mecanicazanella
AUTO CENTER GASSEN,Bosch,CUNHA PORÃ,Santa Catarina,-26.893712,-53.1737741,554936460176.0,gassen@cpnet.com.br,https://www.oficinaboschservice.com.br/autocentergassen
AUTO ELETRICA AMARANTE,Bosch,CURITIBANOS,Santa Catarina,-27.3133576,-50.5762443,554932411344.0,amaranteeletrodiesel@outlook.com,https://www.oficinaboschservice.com.br/amaranteeletrodiesel
AGOSTINI MOTORES,Bosch,DIONÍSIO CERQUEIRA,Santa Catarina,-26.2555476,-53.630111,554936441035.0,rogeragostini@hotmail.com,https://www.oficinaboschservice.com.br/agostinimotores
AUTO ELETRICA DOM BOSCO,Bosch,FLORIANÓPOLIS,Santa Catarina,-27.5937173,-48.60608269999999,554832418233.0,eletrodombosco@hotmail.com,
ELETRO BURATTO,Bosch,FLORIANÓPOLIS,Santa Catarina,-27.579733,-48.5248517,554833330135.0,bridaburatto@ig.com.br,https://www.oficinaboschservice.com.br/eletroburattooficina
Eder Centro Automotivo,Bosch,FLORIANÓPOLIS,Santa Catarina,-27.4523052,-48.4468383,554832695889.0,eder375@hotmail.com,
ORION SERVIÇOS AUTOMOTIVOS,Bosch,FLORIANÓPOLIS,Santa Catarina,-27.601889,-47.96088,554833384708.0,oficinaorion@hotmail.com,
RICSON AUTOMOTIVA,Bosch,GASPAR,Santa Catarina,-26.9169839,-48.94663749999999,554733325847.0,ricsonautomotiva@terra.com.br,
Retiplam Automotiva,Bosch,GASPAR,Santa Catarina,-26.8546288,-49.03851179999999,554733977943.0,atendimento@retiplam.com.br,
CASA DAS BATERIAS,Bosch,IMBITUBA,Santa Catarina,-28.2483208,-48.678447,554832550188.0,casa_das_baterias@hotmail.com,https://www.oficinaboschservice.com.br/casadasbaterias
Guimmotors Centro Automotivo,Bosch,IRANI,Santa Catarina,-27.0247783,-51.8872173,554934320052.0,mecremi@yahoo.com.br,
Korea Auto Center,Bosch,ITAJAI,Santa Catarina,-26.8905392,-48.7039752,554730454055.0,financeiro@koreaautocenter.com.br,https://koreaautocenter.com.br/
 Mecânica Weber,Bosch,ITUPORANGA,Santa Catarina,-27.4215472,-49.5984843,554735331553.0,mecweber@brturbo.com.br,
ABF AUTO MECANICA LTDA ME,Bosch,JARAGUÁ DO SUL,Santa Catarina,-26.481587,-49.09657379999999,554733719159.0,abf@mecanicaabf.com.br,https://www.oficinaboschservice.com.br/abfautomecanica
CHEVROCAR,Bosch,JOACABA,Santa Catarina,-27.1708926,-51.5148229,5.549352217102454e+22,chevrocarbosch@yahoo.com.br,https://www.oficinaboschservice.com.br/chevrocar
AUTO ELETRICA FINDER,Bosch,JOINVILLE,Santa Catarina,-26.2825398,-48.838748,554734721000.0,fernandofinder@hotmail.com,https://www.oficinaboschservice.com.br/finderautocenter
AUTO MECANICA DORIVAL,Bosch,JOINVILLE,Santa Catarina,-26.327798,-48.8422347,554734360378.0,Automecanicadorival@gmail.com,
Schumacher Oficina Mecânica,Bosch,JOINVILLE,Santa Catarina,-26.2972982,-48.8708566,554734221882.0,adm@gruposchumacher.com.br,
MECANICA FACIN,Bosch,LUZERNA,Santa Catarina,-27.1322052,-51.4670158,554935231044.0,facinmecanica@hotmail.com,https://www.oficinaboschservice.com.br/mecanicafacin
Automecri Centro Automotivo,Bosch,Luiz Alves,Santa Catarina,-26.7119288,-48.9090839,554733771233.0,vanderlei@automecri.com.br,
IMOLA CENTRO AUTOMOTIVO,Bosch,NOVA TRENTO,Santa Catarina,-27.2851005,-48.9232173,554832670538.0,mecanicaimola@yahoo.com.br,
TOP CAR,Bosch,ORLEANS,Santa Catarina,-28.3621144,-49.285636,554834663417.0,topcar_mecanica@hotmail.com,https://www.oficinaboschservice.com.br/topcar
NOBRE SERVICOS AUTOMOTIVOS LTDA,Bosch,PALHOCA,Santa Catarina,-27.6552006,-48.6724718,554832421742.0,contato@nobreautomotive.com.br,
ELETRO BRICAR,Bosch,PALHOÇA,Santa Catarina,-27.6335728,-48.64354789999999,554832421414.0,contato@eletrobricar.com.br,https://www.oficinaboschservice.com.br/eletrobricar
Bonin Auto Center,Bosch,PRESIDENTE GETÚLIO,Santa Catarina,-27.0417359,-49.6087851,554733522249.0,edmilson_pe@outlook.com,
Portal Auto Service,Bosch,RIO DO OESTE,Santa Catarina,-27.22581346,-49.73227,5547996487690.0,nfe@portalautoservice.com.br,
MOTORS CENTER,Bosch,RIO NEGRINHO,Santa Catarina,-26.2390398,-49.4992505,554736442400.0,chico@motorscenter.com.br,
HENRIQUE DA SILVA LTDA,Bosch,SANTO AMARO DA IMPERATRIZ,Santa Catarina,-27.6840848,-48.7448242,5548999918932.0,autoeletricahenrique25@gmail.com,
ELETRICA ESPERANCA,Bosch,SAO JOSE,Santa Catarina,-27.5701391,-48.61340149999999,554832462648.0,financeiroesperanca1985@gmail.com,
MECANICA DE CARLI,Bosch,SERRA ALTA,Santa Catarina,-26.7262575,-53.0451532,554933640071.0,mecanicadecarli@yahoo.com.br,
NOVA AUTO ELETRICA,Bosch,SÃO BENTO DO SUL,Santa Catarina,-26.2520501,-49.4575184,554736340808.0,administrativo@novacentroautomotivo.com.br,https://www.oficinaboschservice.com.br/novaautoeletricacentroautomotivo
WERLANG,Bosch,SÃO CARLOS,Santa Catarina,-27.0811413,-53.0054571,554933254126.0,eletrowerlang@gmail.com,https://www.oficinaboschservice.com.br/eletrowerlang
PRODACAR,Bosch,SÃO JOSÉ,Santa Catarina,-27.5572842,-48.6260258,554830341349.0,prodacar@matrix.com.br,https://www.oficinaboschservice.com.br/oficinamecanicaprodacar
OFICINA MECANICA CARDOSO,Bosch,SÃO JOÃO BATISTA,Santa Catarina,-27.26502,-48.8448591,554832650083.0,cardoso@oficinacardoso.com.br,https://www.oficinaboschservice.com.br/oficinamecanicacardoso
MECANICA LASAROTTO,Bosch,SÃO LOURENÇO DO OESTE,Santa Catarina,-26.3609572,-52.849895,554933442057.0,meclasarotto@saninternet.com,https://www.oficinaboschservice.com.br/mecanicalasarotto
ELETROMARCOS,Bosch,TIJUCAS,Santa Catarina,-27.2354387,-48.6303308,5548999213817.0,gerente@eletromarcosbcs.com.br,
Eletro Mecânica Três Barras,Bosch,TRÊS BARRAS,Santa Catarina,-26.1264043,-50.3092602,554736230161.0,eletromecanicatresbarras@gmail.com,https://www.oficinaboschservice.com.br/eletromecanicatresbarras
AUTO MECANICA GRIEBELER,Bosch,TUNÁPOLIS,Santa Catarina,-26.9725167,-53.6411076,554936321071.0,mecgriebeler@hotmail.com,
Santin Centro Automotivo,Bosch,XANXERÊ,Santa Catarina,-26.882768,-52.3914384,554934332177.0,santincentroautomotivoxxe@gmail.com,https://www.oficinaboschservice.com.br/santincentroautomotivo
AUTO PRECISAO,Bosch,XAXIM,Santa Catarina,-26.9570168,-52.5272547,554933532447.0,autoprecisaoadm@desbrava.com.br,
MECATTRON,Bosch,ESTÂNCIA,Sergipe,-11.2544979,-37.4388377,557935220104.0,mecattron@hotmail.com,
Zero Grau Oficina Premium,Bosch, SAO BERNARDO DO CAMPO,São Paulo,-23.69438,-46.54777,551143329992.0,zerograu.oficinapremium@gmail.com,
GCA - Garbelim Centro Automotivo,Bosch,ADAMANTINA,São Paulo,-21.683769,-51.069462,551835211879.0,escritorionacional@live.com.br,
Reale,Bosch,ALTINOPOLIS,São Paulo,-21.0178343,-47.3739254,551636652522.0,mecanicareale@hotmail.com,
AUTO ELETRICA ALGA,Bosch,AMERICANA,São Paulo,-22.7578846,-47.3306286,551934614625.0,contato@algaautomotiva.com.br,
Bosch Car Service - Auto Elétrica e Mecânica Vanette,Bosch,AMERICANA,São Paulo,-22.7613656,-47.3399969,551934077698.0,vanette@vanette.com.br,https://www.oficinaboschservice.com.br/autoeletricaemecanicavanette
Papa Centro Automotivo - Distribuidor Oficial Mais Pneus,Bosch,AMERICANA,São Paulo,-22.7571053,-47.3207814,551934623650.0,jpapacontasapagar@hotmail.com,https://www.oficinaboschservice.com.br/papacentroautomotivodistribuidoroficialmaispneus
RODABEN CENTRO AUTOMOTIVO,Bosch,AMERICANA,São Paulo,-22.7254298,-47.2945199,551934685152.0,comercial@rodaben.com.br,https://www.oficinaboschservice.com.br/rodabencentroautomotivo
TECHNOCAR,Bosch,AMERICANA,São Paulo,-22.7404639,-47.3041028,551934781052.0,contato@technocarcambioautomatico.com.br,https://www.oficinaboschservice.com.br/technocar
MCV AUTO CENTER,Bosch,AMERICANA,São Paulo,-22.7344218,-47.3172556,551934075493.0,financeiro@mcvautocenter.com.br,
AUTO PECAS E OFICINA MECANICA CHEVETE,Bosch,ANDRADINA,São Paulo,-20.8890071,-51.37141889999999,551837223362.0,oficinachevete@terra.com.br,https://www.oficinaboschservice.com.br/bemalmada
Bosch Car Service - AJU AUTO CLUB,Bosch,ARACAJU,São Paulo,-10.92289427,-37.0634663,557931425115.0,vendas@ajuautoclub.com.br,
